"gs_name","ensembl_gene"
"NABA_MATRISOME","ENSG00000147485"
"NABA_MATRISOME","ENSG00000126838"
"NABA_MATRISOME","ENSG00000115386"
"NABA_MATRISOME","ENSG00000172023"
"NABA_MATRISOME","ENSG00000172016"
"NABA_MATRISOME","ENSG00000143954"
"NABA_MATRISOME","ENSG00000134193"
"NABA_MATRISOME","ENSG00000189056"
"NABA_MATRISOME","ENSG00000215853"
"NABA_MATRISOME","ENSG00000169218"
"NABA_MATRISOME","ENSG00000147655"
"NABA_MATRISOME","ENSG00000146374"
"NABA_MATRISOME","ENSG00000101282"
"NABA_MATRISOME","ENSG00000160678"
"NABA_MATRISOME","ENSG00000197747"
"NABA_MATRISOME","ENSG00000163191"
"NABA_MATRISOME","ENSG00000163221"
"NABA_MATRISOME","ENSG00000189171"
"NABA_MATRISOME","ENSG00000189334"
"NABA_MATRISOME","ENSG00000188643"
"NABA_MATRISOME","ENSG00000196754"
"NABA_MATRISOME","ENSG00000188015"
"NABA_MATRISOME","ENSG00000196154"
"NABA_MATRISOME","ENSG00000196420"
"NABA_MATRISOME","ENSG00000197956"
"NABA_MATRISOME","ENSG00000143556"
"NABA_MATRISOME","ENSG00000184330"
"NABA_MATRISOME","ENSG00000197364"
"NABA_MATRISOME","ENSG00000143546"
"NABA_MATRISOME","ENSG00000163220"
"NABA_MATRISOME","ENSG00000160307"
"NABA_MATRISOME","ENSG00000169906"
"NABA_MATRISOME","ENSG00000163993"
"NABA_MATRISOME","ENSG00000171643"
"NABA_MATRISOME","ENSG00000164764"
"NABA_MATRISOME","ENSG00000159307"
"NABA_MATRISOME","ENSG00000175356"
"NABA_MATRISOME","ENSG00000146197"
"NABA_MATRISOME","ENSG00000115884"
"NABA_MATRISOME","ENSG00000169439"
"NABA_MATRISOME","ENSG00000162512"
"NABA_MATRISOME","ENSG00000124145"
"NABA_MATRISOME","ENSG00000075213"
"NABA_MATRISOME","ENSG00000012171"
"NABA_MATRISOME","ENSG00000075223"
"NABA_MATRISOME","ENSG00000153993"
"NABA_MATRISOME","ENSG00000170381"
"NABA_MATRISOME","ENSG00000001617"
"NABA_MATRISOME","ENSG00000010319"
"NABA_MATRISOME","ENSG00000196189"
"NABA_MATRISOME","ENSG00000185033"
"NABA_MATRISOME","ENSG00000168758"
"NABA_MATRISOME","ENSG00000187764"
"NABA_MATRISOME","ENSG00000135622"
"NABA_MATRISOME","ENSG00000095539"
"NABA_MATRISOME","ENSG00000112902"
"NABA_MATRISOME","ENSG00000082684"
"NABA_MATRISOME","ENSG00000092421"
"NABA_MATRISOME","ENSG00000167680"
"NABA_MATRISOME","ENSG00000143434"
"NABA_MATRISOME","ENSG00000137872"
"NABA_MATRISOME","ENSG00000138623"
"NABA_MATRISOME","ENSG00000288455"
"NABA_MATRISOME","ENSG00000197249"
"NABA_MATRISOME","ENSG00000277377"
"NABA_MATRISOME","ENSG00000140093"
"NABA_MATRISOME","ENSG00000278767"
"NABA_MATRISOME","ENSG00000186910"
"NABA_MATRISOME","ENSG00000165953"
"NABA_MATRISOME","ENSG00000258597"
"NABA_MATRISOME","ENSG00000274821"
"NABA_MATRISOME","ENSG00000196136"
"NABA_MATRISOME","ENSG00000100665"
"NABA_MATRISOME","ENSG00000188488"
"NABA_MATRISOME","ENSG00000170099"
"NABA_MATRISOME","ENSG00000277405"
"NABA_MATRISOME","ENSG00000123561"
"NABA_MATRISOME","ENSG00000170054"
"NABA_MATRISOME","ENSG00000021355"
"NABA_MATRISOME","ENSG00000242550"
"NABA_MATRISOME","ENSG00000206072"
"NABA_MATRISOME","ENSG00000166634"
"NABA_MATRISOME","ENSG00000197641"
"NABA_MATRISOME","ENSG00000197632"
"NABA_MATRISOME","ENSG00000057149"
"NABA_MATRISOME","ENSG00000206073"
"NABA_MATRISOME","ENSG00000206075"
"NABA_MATRISOME","ENSG00000124570"
"NABA_MATRISOME","ENSG00000166396"
"NABA_MATRISOME","ENSG00000166401"
"NABA_MATRISOME","ENSG00000170542"
"NABA_MATRISOME","ENSG00000117601"
"NABA_MATRISOME","ENSG00000099937"
"NABA_MATRISOME","ENSG00000106366"
"NABA_MATRISOME","ENSG00000135919"
"NABA_MATRISOME","ENSG00000253309"
"NABA_MATRISOME","ENSG00000132386"
"NABA_MATRISOME","ENSG00000282307"
"NABA_MATRISOME","ENSG00000167711"
"NABA_MATRISOME","ENSG00000276838"
"NABA_MATRISOME","ENSG00000149131"
"NABA_MATRISOME","ENSG00000149257"
"NABA_MATRISOME","ENSG00000163536"
"NABA_MATRISOME","ENSG00000114204"
"NABA_MATRISOME","ENSG00000104332"
"NABA_MATRISOME","ENSG00000145423"
"NABA_MATRISOME","ENSG00000106483"
"NABA_MATRISOME","ENSG00000120057"
"NABA_MATRISOME","ENSG00000196260"
"NABA_MATRISOME","ENSG00000206363"
"NABA_MATRISOME","ENSG00000206465"
"NABA_MATRISOME","ENSG00000224246"
"NABA_MATRISOME","ENSG00000225454"
"NABA_MATRISOME","ENSG00000230072"
"NABA_MATRISOME","ENSG00000237814"
"NABA_MATRISOME","ENSG00000229415"
"NABA_MATRISOME","ENSG00000257520"
"NABA_MATRISOME","ENSG00000122852"
"NABA_MATRISOME","ENSG00000185303"
"NABA_MATRISOME","ENSG00000168878"
"NABA_MATRISOME","ENSG00000168484"
"NABA_MATRISOME","ENSG00000133661"
"NABA_MATRISOME","ENSG00000164690"
"NABA_MATRISOME","ENSG00000187122"
"NABA_MATRISOME","ENSG00000145147"
"NABA_MATRISOME","ENSG00000184347"
"NABA_MATRISOME","ENSG00000124107"
"NABA_MATRISOME","ENSG00000198732"
"NABA_MATRISOME","ENSG00000112562"
"NABA_MATRISOME","ENSG00000162804"
"NABA_MATRISOME","ENSG00000106304"
"NABA_MATRISOME","ENSG00000113140"
"NABA_MATRISOME","ENSG00000152583"
"NABA_MATRISOME","ENSG00000152377"
"NABA_MATRISOME","ENSG00000107742"
"NABA_MATRISOME","ENSG00000196104"
"NABA_MATRISOME","ENSG00000262655"
"NABA_MATRISOME","ENSG00000159674"
"NABA_MATRISOME","ENSG00000118785"
"NABA_MATRISOME","ENSG00000122862"
"NABA_MATRISOME","ENSG00000101955"
"NABA_MATRISOME","ENSG00000102359"
"NABA_MATRISOME","ENSG00000197558"
"NABA_MATRISOME","ENSG00000149418"
"NABA_MATRISOME","ENSG00000137573"
"NABA_MATRISOME","ENSG00000196562"
"NABA_MATRISOME","ENSG00000165124"
"NABA_MATRISOME","ENSG00000159450"
"NABA_MATRISOME","ENSG00000182898"
"NABA_MATRISOME","ENSG00000241186"
"NABA_MATRISOME","ENSG00000109927"
"NABA_MATRISOME","ENSG00000119913"
"NABA_MATRISOME","ENSG00000163235"
"NABA_MATRISOME","ENSG00000105329"
"NABA_MATRISOME","ENSG00000092969"
"NABA_MATRISOME","ENSG00000119699"
"NABA_MATRISOME","ENSG00000120708"
"NABA_MATRISOME","ENSG00000092295"
"NABA_MATRISOME","ENSG00000285348"
"NABA_MATRISOME","ENSG00000198959"
"NABA_MATRISOME","ENSG00000125780"
"NABA_MATRISOME","ENSG00000163810"
"NABA_MATRISOME","ENSG00000281886"
"NABA_MATRISOME","ENSG00000104055"
"NABA_MATRISOME","ENSG00000166948"
"NABA_MATRISOME","ENSG00000159495"
"NABA_MATRISOME","ENSG00000137801"
"NABA_MATRISOME","ENSG00000186340"
"NABA_MATRISOME","ENSG00000169231"
"NABA_MATRISOME","ENSG00000113296"
"NABA_MATRISOME","ENSG00000090534"
"NABA_MATRISOME","ENSG00000187720"
"NABA_MATRISOME","ENSG00000102265"
"NABA_MATRISOME","ENSG00000035862"
"NABA_MATRISOME","ENSG00000100234"
"NABA_MATRISOME","ENSG00000157150"
"NABA_MATRISOME","ENSG00000137251"
"NABA_MATRISOME","ENSG00000142910"
"NABA_MATRISOME","ENSG00000038295"
"NABA_MATRISOME","ENSG00000095587"
"NABA_MATRISOME","ENSG00000154646"
"NABA_MATRISOME","ENSG00000041982"
"NABA_MATRISOME","ENSG00000204490"
"NABA_MATRISOME","ENSG00000206439"
"NABA_MATRISOME","ENSG00000223952"
"NABA_MATRISOME","ENSG00000228321"
"NABA_MATRISOME","ENSG00000228849"
"NABA_MATRISOME","ENSG00000228978"
"NABA_MATRISOME","ENSG00000230108"
"NABA_MATRISOME","ENSG00000232810"
"NABA_MATRISOME","ENSG00000123610"
"NABA_MATRISOME","ENSG00000121858"
"NABA_MATRISOME","ENSG00000120659"
"NABA_MATRISOME","ENSG00000239697"
"NABA_MATRISOME","ENSG00000161955"
"NABA_MATRISOME","ENSG00000102524"
"NABA_MATRISOME","ENSG00000125735"
"NABA_MATRISOME","ENSG00000181634"
"NABA_MATRISOME","ENSG00000120337"
"NABA_MATRISOME","ENSG00000117586"
"NABA_MATRISOME","ENSG00000106952"
"NABA_MATRISOME","ENSG00000125657"
"NABA_MATRISOME","ENSG00000120332"
"NABA_MATRISOME","ENSG00000116147"
"NABA_MATRISOME","ENSG00000168477"
"NABA_MATRISOME","ENSG00000206258"
"NABA_MATRISOME","ENSG00000229341"
"NABA_MATRISOME","ENSG00000229353"
"NABA_MATRISOME","ENSG00000231608"
"NABA_MATRISOME","ENSG00000233323"
"NABA_MATRISOME","ENSG00000236221"
"NABA_MATRISOME","ENSG00000236236"
"NABA_MATRISOME","ENSG00000115705"
"NABA_MATRISOME","ENSG00000277603"
"NABA_MATRISOME","ENSG00000182704"
"NABA_MATRISOME","ENSG00000175894"
"NABA_MATRISOME","ENSG00000042781"
"NABA_MATRISOME","ENSG00000038427"
"NABA_MATRISOME","ENSG00000112715"
"NABA_MATRISOME","ENSG00000173511"
"NABA_MATRISOME","ENSG00000150630"
"NABA_MATRISOME","ENSG00000165197"
"NABA_MATRISOME","ENSG00000205221"
"NABA_MATRISOME","ENSG00000109072"
"NABA_MATRISOME","ENSG00000179403"
"NABA_MATRISOME","ENSG00000165816"
"NABA_MATRISOME","ENSG00000175267"
"NABA_MATRISOME","ENSG00000168658"
"NABA_MATRISOME","ENSG00000110002"
"NABA_MATRISOME","ENSG00000158816"
"NABA_MATRISOME","ENSG00000145198"
"NABA_MATRISOME","ENSG00000111985"
"NABA_MATRISOME","ENSG00000204396"
"NABA_MATRISOME","ENSG00000223757"
"NABA_MATRISOME","ENSG00000227144"
"NABA_MATRISOME","ENSG00000230048"
"NABA_MATRISOME","ENSG00000234433"
"NABA_MATRISOME","ENSG00000238203"
"NABA_MATRISOME","ENSG00000188730"
"NABA_MATRISOME","ENSG00000174453"
"NABA_MATRISOME","ENSG00000167992"
"NABA_MATRISOME","ENSG00000146530"
"NABA_MATRISOME","ENSG00000110799"
"NABA_MATRISOME","ENSG00000127578"
"NABA_MATRISOME","ENSG00000173714"
"NABA_MATRISOME","ENSG00000156076"
"NABA_MATRISOME","ENSG00000125084"
"NABA_MATRISOME","ENSG00000135925"
"NABA_MATRISOME","ENSG00000169884"
"NABA_MATRISOME","ENSG00000085741"
"NABA_MATRISOME","ENSG00000002745"
"NABA_MATRISOME","ENSG00000105989"
"NABA_MATRISOME","ENSG00000134245"
"NABA_MATRISOME","ENSG00000108379"
"NABA_MATRISOME","ENSG00000277626"
"NABA_MATRISOME","ENSG00000277641"
"NABA_MATRISOME","ENSG00000154342"
"NABA_MATRISOME","ENSG00000162552"
"NABA_MATRISOME","ENSG00000114251"
"NABA_MATRISOME","ENSG00000111186"
"NABA_MATRISOME","ENSG00000115596"
"NABA_MATRISOME","ENSG00000154764"
"NABA_MATRISOME","ENSG00000188064"
"NABA_MATRISOME","ENSG00000061492"
"NABA_MATRISOME","ENSG00000075290"
"NABA_MATRISOME","ENSG00000143816"
"NABA_MATRISOME","ENSG00000158955"
"NABA_MATRISOME","ENSG00000276799"
"NABA_MATRISOME","ENSG00000143184"
"NABA_MATRISOME","ENSG00000143185"
"NABA_MATRISOME","ENSG00000186660"
"NABA_MATRISOME","ENSG00000149506"
"NABA_MATRISOME","ENSG00000103310"
"NABA_MATRISOME","ENSG00000284588"
"NABA_MATRISOME","ENSG00000188372"
"NABA_MATRISOME","ENSG00000116996"
"NABA_MATRISOME","ENSG00000170044"
"NABA_MATRISOME_ASSOCIATED","ENSG00000175899"
"NABA_MATRISOME_ASSOCIATED","ENSG00000166535"
"NABA_MATRISOME_ASSOCIATED","ENSG00000137845"
"NABA_MATRISOME_ASSOCIATED","ENSG00000073670"
"NABA_MATRISOME_ASSOCIATED","ENSG00000148848"
"NABA_MATRISOME_ASSOCIATED","ENSG00000143537"
"NABA_MATRISOME_ASSOCIATED","ENSG00000151694"
"NABA_MATRISOME_ASSOCIATED","ENSG00000168619"
"NABA_MATRISOME_ASSOCIATED","ENSG00000278548"
"NABA_MATRISOME_ASSOCIATED","ENSG00000135074"
"NABA_MATRISOME_ASSOCIATED","ENSG00000104755"
"NABA_MATRISOME_ASSOCIATED","ENSG00000276286"
"NABA_MATRISOME_ASSOCIATED","ENSG00000134007"
"NABA_MATRISOME_ASSOCIATED","ENSG00000139985"
"NABA_MATRISOME_ASSOCIATED","ENSG00000008277"
"NABA_MATRISOME_ASSOCIATED","ENSG00000114948"
"NABA_MATRISOME_ASSOCIATED","ENSG00000042980"
"NABA_MATRISOME_ASSOCIATED","ENSG00000168594"
"NABA_MATRISOME_ASSOCIATED","ENSG00000134249"
"NABA_MATRISOME_ASSOCIATED","ENSG00000197140"
"NABA_MATRISOME_ASSOCIATED","ENSG00000275594"
"NABA_MATRISOME_ASSOCIATED","ENSG00000149451"
"NABA_MATRISOME_ASSOCIATED","ENSG00000069206"
"NABA_MATRISOME_ASSOCIATED","ENSG00000151651"
"NABA_MATRISOME_ASSOCIATED","ENSG00000168615"
"NABA_MATRISOME_ASSOCIATED","ENSG00000282230"
"NABA_MATRISOME_ASSOCIATED","ENSG00000134028"
"NABA_MATRISOME_ASSOCIATED","ENSG00000154734"
"NABA_MATRISOME_ASSOCIATED","ENSG00000142303"
"NABA_MATRISOME_ASSOCIATED","ENSG00000151388"
"NABA_MATRISOME_ASSOCIATED","ENSG00000281690"
"NABA_MATRISOME_ASSOCIATED","ENSG00000160323"
"NABA_MATRISOME_ASSOCIATED","ENSG00000281244"
"NABA_MATRISOME_ASSOCIATED","ENSG00000138316"
"NABA_MATRISOME_ASSOCIATED","ENSG00000166106"
"NABA_MATRISOME_ASSOCIATED","ENSG00000145536"
"NABA_MATRISOME_ASSOCIATED","ENSG00000140470"
"NABA_MATRISOME_ASSOCIATED","ENSG00000140873"
"NABA_MATRISOME_ASSOCIATED","ENSG00000145808"
"NABA_MATRISOME_ASSOCIATED","ENSG00000087116"
"NABA_MATRISOME_ASSOCIATED","ENSG00000283802"
"NABA_MATRISOME_ASSOCIATED","ENSG00000173157"
"NABA_MATRISOME_ASSOCIATED","ENSG00000156140"
"NABA_MATRISOME_ASSOCIATED","ENSG00000158859"
"NABA_MATRISOME_ASSOCIATED","ENSG00000154736"
"NABA_MATRISOME_ASSOCIATED","ENSG00000049192"
"NABA_MATRISOME_ASSOCIATED","ENSG00000136378"
"NABA_MATRISOME_ASSOCIATED","ENSG00000134917"
"NABA_MATRISOME_ASSOCIATED","ENSG00000163638"
"NABA_MATRISOME_ASSOCIATED","ENSG00000178031"
"NABA_MATRISOME_ASSOCIATED","ENSG00000197859"
"NABA_MATRISOME_ASSOCIATED","ENSG00000156218"
"NABA_MATRISOME_ASSOCIATED","ENSG00000143382"
"NABA_MATRISOME_ASSOCIATED","ENSG00000185761"
"NABA_MATRISOME_ASSOCIATED","ENSG00000135744"
"NABA_MATRISOME_ASSOCIATED","ENSG00000106927"
"NABA_MATRISOME_ASSOCIATED","ENSG00000104899"
"NABA_MATRISOME_ASSOCIATED","ENSG00000154188"
"NABA_MATRISOME_ASSOCIATED","ENSG00000091879"
"NABA_MATRISOME_ASSOCIATED","ENSG00000101280"
"NABA_MATRISOME_ASSOCIATED","ENSG00000116194"
"NABA_MATRISOME_ASSOCIATED","ENSG00000136859"
"NABA_MATRISOME_ASSOCIATED","ENSG00000132855"
"NABA_MATRISOME_ASSOCIATED","ENSG00000167772"
"NABA_MATRISOME_ASSOCIATED","ENSG00000187151"
"NABA_MATRISOME_ASSOCIATED","ENSG00000130812"
"NABA_MATRISOME_ASSOCIATED","ENSG00000171819"
"NABA_MATRISOME_ASSOCIATED","ENSG00000135046"
"NABA_MATRISOME_ASSOCIATED","ENSG00000109511"
"NABA_MATRISOME_ASSOCIATED","ENSG00000122359"
"NABA_MATRISOME_ASSOCIATED","ENSG00000104537"
"NABA_MATRISOME_ASSOCIATED","ENSG00000182718"
"NABA_MATRISOME_ASSOCIATED","ENSG00000138772"
"NABA_MATRISOME_ASSOCIATED","ENSG00000196975"
"NABA_MATRISOME_ASSOCIATED","ENSG00000164111"
"NABA_MATRISOME_ASSOCIATED","ENSG00000197043"
"NABA_MATRISOME_ASSOCIATED","ENSG00000138279"
"NABA_MATRISOME_ASSOCIATED","ENSG00000265190"
"NABA_MATRISOME_ASSOCIATED","ENSG00000264230"
"NABA_MATRISOME_ASSOCIATED","ENSG00000143412"
"NABA_MATRISOME_ASSOCIATED","ENSG00000109321"
"NABA_MATRISOME_ASSOCIATED","ENSG00000117407"
"NABA_MATRISOME_ASSOCIATED","ENSG00000188886"
"NABA_MATRISOME_ASSOCIATED","ENSG00000176697"
"NABA_MATRISOME_ASSOCIATED","ENSG00000168487"
"NABA_MATRISOME_ASSOCIATED","ENSG00000163217"
"NABA_MATRISOME_ASSOCIATED","ENSG00000130385"
"NABA_MATRISOME_ASSOCIATED","ENSG00000125845"
"NABA_MATRISOME_ASSOCIATED","ENSG00000152785"
"NABA_MATRISOME_ASSOCIATED","ENSG00000125378"
"NABA_MATRISOME_ASSOCIATED","ENSG00000112175"
"NABA_MATRISOME_ASSOCIATED","ENSG00000153162"
"NABA_MATRISOME_ASSOCIATED","ENSG00000101144"
"NABA_MATRISOME_ASSOCIATED","ENSG00000183682"
"NABA_MATRISOME_ASSOCIATED","ENSG00000116985"
"NABA_MATRISOME_ASSOCIATED","ENSG00000198797"
"NABA_MATRISOME_ASSOCIATED","ENSG00000162670"
"NABA_MATRISOME_ASSOCIATED","ENSG00000174808"
"NABA_MATRISOME_ASSOCIATED","ENSG00000186665"
"NABA_MATRISOME_ASSOCIATED","ENSG00000173372"
"NABA_MATRISOME_ASSOCIATED","ENSG00000173369"
"NABA_MATRISOME_ASSOCIATED","ENSG00000159189"
"NABA_MATRISOME_ASSOCIATED","ENSG00000131094"
"NABA_MATRISOME_ASSOCIATED","ENSG00000144119"
"NABA_MATRISOME_ASSOCIATED","ENSG00000165985"
"NABA_MATRISOME_ASSOCIATED","ENSG00000186897"
"NABA_MATRISOME_ASSOCIATED","ENSG00000173918"
"NABA_MATRISOME_ASSOCIATED","ENSG00000145861"
"NABA_MATRISOME_ASSOCIATED","ENSG00000082196"
"NABA_MATRISOME_ASSOCIATED","ENSG00000172247"
"NABA_MATRISOME_ASSOCIATED","ENSG00000284838"
"NABA_MATRISOME_ASSOCIATED","ENSG00000223953"
"NABA_MATRISOME_ASSOCIATED","ENSG00000133466"
"NABA_MATRISOME_ASSOCIATED","ENSG00000163145"
"NABA_MATRISOME_ASSOCIATED","ENSG00000184471"
"NABA_MATRISOME_ASSOCIATED","ENSG00000240654"
"NABA_MATRISOME_ASSOCIATED","ENSG00000205863"
"NABA_MATRISOME_ASSOCIATED","ENSG00000102924"
"NABA_MATRISOME_ASSOCIATED","ENSG00000141668"
"NABA_MATRISOME_ASSOCIATED","ENSG00000139899"
"NABA_MATRISOME_ASSOCIATED","ENSG00000054803"
"NABA_MATRISOME_ASSOCIATED","ENSG00000183287"
"NABA_MATRISOME_ASSOCIATED","ENSG00000108702"
"NABA_MATRISOME_ASSOCIATED","ENSG00000172156"
"NABA_MATRISOME_ASSOCIATED","ENSG00000181374"
"NABA_MATRISOME_ASSOCIATED","ENSG00000276409"
"NABA_MATRISOME_ASSOCIATED","ENSG00000277236"
"NABA_MATRISOME_ASSOCIATED","ENSG00000275528"
"NABA_MATRISOME_ASSOCIATED","ENSG00000275718"
"NABA_MATRISOME_ASSOCIATED","ENSG00000275095"
"NABA_MATRISOME_ASSOCIATED","ENSG00000275152"
"NABA_MATRISOME_ASSOCIATED","ENSG00000102970"
"NABA_MATRISOME_ASSOCIATED","ENSG00000275385"
"NABA_MATRISOME_ASSOCIATED","ENSG00000278006"
"NABA_MATRISOME_ASSOCIATED","ENSG00000278167"
"NABA_MATRISOME_ASSOCIATED","ENSG00000172724"
"NABA_MATRISOME_ASSOCIATED","ENSG00000108691"
"NABA_MATRISOME_ASSOCIATED","ENSG00000115009"
"NABA_MATRISOME_ASSOCIATED","ENSG00000137077"
"NABA_MATRISOME_ASSOCIATED","ENSG00000102962"
"NABA_MATRISOME_ASSOCIATED","ENSG00000274736"
"NABA_MATRISOME_ASSOCIATED","ENSG00000276114"
"NABA_MATRISOME_ASSOCIATED","ENSG00000106178"
"NABA_MATRISOME_ASSOCIATED","ENSG00000131142"
"NABA_MATRISOME_ASSOCIATED","ENSG00000006606"
"NABA_MATRISOME_ASSOCIATED","ENSG00000213927"
"NABA_MATRISOME_ASSOCIATED","ENSG00000151882"
"NABA_MATRISOME_ASSOCIATED","ENSG00000274221"
"NABA_MATRISOME_ASSOCIATED","ENSG00000277632"
"NABA_MATRISOME_ASSOCIATED","ENSG00000278567"
"NABA_MATRISOME_ASSOCIATED","ENSG00000276085"
"NABA_MATRISOME_ASSOCIATED","ENSG00000275302"
"NABA_MATRISOME_ASSOCIATED","ENSG00000275824"
"NABA_MATRISOME_ASSOCIATED","ENSG00000277943"
"NABA_MATRISOME_ASSOCIATED","ENSG00000275313"
"NABA_MATRISOME_ASSOCIATED","ENSG00000276070"
"NABA_MATRISOME_ASSOCIATED","ENSG00000276125"
"NABA_MATRISOME_ASSOCIATED","ENSG00000282604"
"NABA_MATRISOME_ASSOCIATED","ENSG00000271503"
"NABA_MATRISOME_ASSOCIATED","ENSG00000274233"
"NABA_MATRISOME_ASSOCIATED","ENSG00000108688"
"NABA_MATRISOME_ASSOCIATED","ENSG00000108700"
"NABA_MATRISOME_ASSOCIATED","ENSG00000156535"
"NABA_MATRISOME_ASSOCIATED","ENSG00000090659"
"NABA_MATRISOME_ASSOCIATED","ENSG00000139610"
"NABA_MATRISOME_ASSOCIATED","ENSG00000142615"
"NABA_MATRISOME_ASSOCIATED","ENSG00000215704"
"NABA_MATRISOME_ASSOCIATED","ENSG00000142789"
"NABA_MATRISOME_ASSOCIATED","ENSG00000219073"
"NABA_MATRISOME_ASSOCIATED","ENSG00000136698"
"NABA_MATRISOME_ASSOCIATED","ENSG00000152093"
"NABA_MATRISOME_ASSOCIATED","ENSG00000090539"
"NABA_MATRISOME_ASSOCIATED","ENSG00000101938"
"NABA_MATRISOME_ASSOCIATED","ENSG00000054938"
"NABA_MATRISOME_ASSOCIATED","ENSG00000105205"
"NABA_MATRISOME_ASSOCIATED","ENSG00000175505"
"NABA_MATRISOME_ASSOCIATED","ENSG00000132514"
"NABA_MATRISOME_ASSOCIATED","ENSG00000105472"
"NABA_MATRISOME_ASSOCIATED","ENSG00000172322"
"NABA_MATRISOME_ASSOCIATED","ENSG00000256660"
"NABA_MATRISOME_ASSOCIATED","ENSG00000176435"
"NABA_MATRISOME_ASSOCIATED","ENSG00000187912"
"NABA_MATRISOME_ASSOCIATED","ENSG00000157322"
"NABA_MATRISOME_ASSOCIATED","ENSG00000140839"
"NABA_MATRISOME_ASSOCIATED","ENSG00000157335"
"NABA_MATRISOME_ASSOCIATED","ENSG00000261210"
"NABA_MATRISOME_ASSOCIATED","ENSG00000150048"
"NABA_MATRISOME_ASSOCIATED","ENSG00000165682"
"NABA_MATRISOME_ASSOCIATED","ENSG00000188393"
"NABA_MATRISOME_ASSOCIATED","ENSG00000110852"
"NABA_MATRISOME_ASSOCIATED","ENSG00000069493"
"NABA_MATRISOME_ASSOCIATED","ENSG00000236279"
"NABA_MATRISOME_ASSOCIATED","ENSG00000166509"
"NABA_MATRISOME_ASSOCIATED","ENSG00000163815"
"NABA_MATRISOME_ASSOCIATED","ENSG00000111729"
"NABA_MATRISOME_ASSOCIATED","ENSG00000198178"
"NABA_MATRISOME_ASSOCIATED","ENSG00000166527"
"NABA_MATRISOME_ASSOCIATED","ENSG00000166523"
"NABA_MATRISOME_ASSOCIATED","ENSG00000152672"
"NABA_MATRISOME_ASSOCIATED","ENSG00000182566"
"NABA_MATRISOME_ASSOCIATED","ENSG00000104938"
"NABA_MATRISOME_ASSOCIATED","ENSG00000258227"
"NABA_MATRISOME_ASSOCIATED","ENSG00000205846"
"NABA_MATRISOME_ASSOCIATED","ENSG00000172243"
"NABA_MATRISOME_ASSOCIATED","ENSG00000197992"
"NABA_MATRISOME_ASSOCIATED","ENSG00000242689"
"NABA_MATRISOME_ASSOCIATED","ENSG00000184374"
"NABA_MATRISOME_ASSOCIATED","ENSG00000118004"
"NABA_MATRISOME_ASSOCIATED","ENSG00000158270"
"NABA_MATRISOME_ASSOCIATED","ENSG00000160111"
"NABA_MATRISOME_ASSOCIATED","ENSG00000178772"
"NABA_MATRISOME_ASSOCIATED","ENSG00000145708"
"NABA_MATRISOME_ASSOCIATED","ENSG00000006016"
"NABA_MATRISOME_ASSOCIATED","ENSG00000176390"
"NABA_MATRISOME_ASSOCIATED","ENSG00000143536"
"NABA_MATRISOME_ASSOCIATED","ENSG00000184371"
"NABA_MATRISOME_ASSOCIATED","ENSG00000164400"
"NABA_MATRISOME_ASSOCIATED","ENSG00000108342"
"NABA_MATRISOME_ASSOCIATED","ENSG00000136488"
"NABA_MATRISOME_ASSOCIATED","ENSG00000213218"
"NABA_MATRISOME_ASSOCIATED","ENSG00000204414"
"NABA_MATRISOME_ASSOCIATED","ENSG00000173546"
"NABA_MATRISOME_ASSOCIATED","ENSG00000114646"
"NABA_MATRISOME_ASSOCIATED","ENSG00000170373"
"NABA_MATRISOME_ASSOCIATED","ENSG00000125831"
"NABA_MATRISOME_ASSOCIATED","ENSG00000170369"
"NABA_MATRISOME_ASSOCIATED","ENSG00000101439"
"NABA_MATRISOME_ASSOCIATED","ENSG00000101441"
"NABA_MATRISOME_ASSOCIATED","ENSG00000170367"
"NABA_MATRISOME_ASSOCIATED","ENSG00000175315"
"NABA_MATRISOME_ASSOCIATED","ENSG00000077984"
"NABA_MATRISOME_ASSOCIATED","ENSG00000125815"
"NABA_MATRISOME_ASSOCIATED","ENSG00000173335"
"NABA_MATRISOME_ASSOCIATED","ENSG00000101435"
"NABA_MATRISOME_ASSOCIATED","ENSG00000121552"
"NABA_MATRISOME_ASSOCIATED","ENSG00000160213"
"NABA_MATRISOME_ASSOCIATED","ENSG00000125823"
"NABA_MATRISOME_ASSOCIATED","ENSG00000150281"
"NABA_MATRISOME_ASSOCIATED","ENSG00000064601"
"NABA_MATRISOME_ASSOCIATED","ENSG00000164733"
"NABA_MATRISOME_ASSOCIATED","ENSG00000285132"
"NABA_MATRISOME_ASSOCIATED","ENSG00000109861"
"NABA_MATRISOME_ASSOCIATED","ENSG00000117984"
"NABA_MATRISOME_ASSOCIATED","ENSG00000196188"
"NABA_MATRISOME_ASSOCIATED","ENSG00000174080"
"NABA_MATRISOME_ASSOCIATED","ENSG00000100448"
"NABA_MATRISOME_ASSOCIATED","ENSG00000103811"
"NABA_MATRISOME_ASSOCIATED","ENSG00000143387"
"NABA_MATRISOME_ASSOCIATED","ENSG00000135047"
"NABA_MATRISOME_ASSOCIATED","ENSG00000256043"
"NABA_MATRISOME_ASSOCIATED","ENSG00000263238"
"NABA_MATRISOME_ASSOCIATED","ENSG00000163131"
"NABA_MATRISOME_ASSOCIATED","ENSG00000136943"
"NABA_MATRISOME_ASSOCIATED","ENSG00000172543"
